fecha,moneda,pais,compra_bs,venta_bs,fuente,origen_fecha
2025-01-21,CLP,Chile,0.05473115,0.05486833,2_1_2a25_smc.xls,fecha_valor
2025-01-21,CNY,China,7.49880191,7.5175959,2_1_2a25_smc.xls,fecha_valor
2025-01-21,COP,Colombia,0.01264734,0.01267904,2_1_2a25_smc.xls,fecha_valor
2025-01-21,CUC,Cuba,54.847737,54.9852,2_1_2a25_smc.xls,fecha_valor
2025-01-21,DOP,Republica Dominicana,0.89474285,0.89698531,2_1_2a25_smc.xls,fecha_valor
2025-01-21,EUR,Zona Euro,57.17218409,57.31547277,2_1_2a25_smc.xls,fecha_valor
2025-01-21,INR,India,0.63349199,0.63507969,2_1_2a25_smc.xls,fecha_valor
2025-01-21,JPY,Japon,0.35240355,0.35328677,2_1_2a25_smc.xls,fecha_valor
2025-01-21,MXP,Mexico,2.68219831,2.68892062,2_1_2a25_smc.xls,fecha_valor
2025-01-21,NIO,Nicaragua,1.50947657,1.51325972,2_1_2a25_smc.xls,fecha_valor
2025-01-21,PEN,Perú,14.67419455,14.71097198,2_1_2a25_smc.xls,fecha_valor
2025-01-21,RUB,Rusia,0.53830554,0.53965468,2_1_2a25_smc.xls,fecha_valor
2025-01-21,TRY,Turquia,1.54287707,1.54674393,2_1_2a25_smc.xls,fecha_valor
2025-01-21,TTD,Trinidad y Tobago,8.13547376,8.15586341,2_1_2a25_smc.xls,fecha_valor
2025-01-21,USD,E.U.A.,54.847737,54.9852,2_1_2a25_smc.xls,fecha_valor
2025-01-21,UYU,Uruguay,1.24724814,1.25037407,2_1_2a25_smc.xls,fecha_valor
2025-01-22,ANG,Curazao,31.45085252,31.52967672,2_1_2a25_smc.xls,fecha_valor
2025-01-22,ARS,Argentina,0.05281153,0.05294389,2_1_2a25_smc.xls,fecha_valor
2025-01-22,BOB,Bolivia,8.05279565,8.0729781,2_1_2a25_smc.xls,fecha_valor
2025-01-22,BRL,Brasil,9.11597069,9.13881773,2_1_2a25_smc.xls,fecha_valor
2025-01-22,CAD,Canada,38.2692296,38.36514246,2_1_2a25_smc.xls,fecha_valor
2025-01-22,CLP,Chile,0.05504056,0.0551785,2_1_2a25_smc.xls,fecha_valor
2025-01-22,CNY,China,7.57558885,7.59457529,2_1_2a25_smc.xls,fecha_valor
2025-01-22,COP,Colombia,0.01278932,0.01282138,2_1_2a25_smc.xls,fecha_valor
2025-01-22,CUC,Cuba,55.16165025,55.2999,2_1_2a25_smc.xls,fecha_valor
2025-01-22,DOP,Republica Dominicana,0.9017762,0.90403629,2_1_2a25_smc.xls,fecha_valor
2025-01-22,EUR,Zona Euro,57.30357712,57.44719511,2_1_2a25_smc.xls,fecha_valor
2025-01-22,INR,India,0.63761848,0.63921652,2_1_2a25_smc.xls,fecha_valor
2025-01-22,JPY,Japon,0.35466431,0.35555319,2_1_2a25_smc.xls,fecha_valor
2025-01-22,MXP,Mexico,2.66112444,2.66779392,2_1_2a25_smc.xls,fecha_valor
2025-01-22,NIO,Nicaragua,1.51888918,1.52269592,2_1_2a25_smc.xls,fecha_valor
2025-01-22,PEN,Perú,14.79380219,14.83087939,2_1_2a25_smc.xls,fecha_valor
2025-01-22,RUB,Rusia,0.55368729,0.55507498,2_1_2a25_smc.xls,fecha_valor
2025-01-22,TRY,Turquia,1.54836242,1.55224303,2_1_2a25_smc.xls,fecha_valor
2025-01-22,TTD,Trinidad y Tobago,8.19565124,8.21619172,2_1_2a25_smc.xls,fecha_valor
2025-01-22,USD,E.U.A.,55.16165025,55.2999,2_1_2a25_smc.xls,fecha_valor
